grade_start,grade_end,rit_start,typical_growth_mean,sd_growth,measurementscale,season_start,season_end
2,3,104.0,32.81233733,7.817164787,Reading,Spring,Spring
2,3,104.1,32.78676161,7.809815482,Reading,Spring,Spring
2,3,104.2,32.76118588,7.802466558,Reading,Spring,Spring
2,3,104.3,32.73561016,7.795118015,Reading,Spring,Spring
2,3,104.4,32.71003444,7.787769855,Reading,Spring,Spring
2,3,104.5,32.68445872,7.780422078,Reading,Spring,Spring
2,3,104.6,32.658883,7.773074687,Reading,Spring,Spring
2,3,104.7,32.63330728,7.765727681,Reading,Spring,Spring
2,3,104.8,32.60773156,7.758381063,Reading,Spring,Spring
2,3,104.9,32.58215583,7.751034832,Reading,Spring,Spring
2,3,105.0,32.55658011,7.743688991,Reading,Spring,Spring
2,3,105.1,32.53100439,7.73634354,Reading,Spring,Spring
2,3,105.2,32.50542867,7.728998481,Reading,Spring,Spring
2,3,105.3,32.47985295,7.721653814,Reading,Spring,Spring
2,3,105.4,32.45427723,7.714309541,Reading,Spring,Spring
2,3,105.5,32.4287015,7.706965663,Reading,Spring,Spring
2,3,105.6,32.40312578,7.69962218,Reading,Spring,Spring
2,3,105.7,32.37755006,7.692279095,Reading,Spring,Spring
2,3,105.8,32.35197434,7.684936408,Reading,Spring,Spring
2,3,105.9,32.32639862,7.677594121,Reading,Spring,Spring
2,3,106.0,32.3008229,7.670252234,Reading,Spring,Spring
2,3,106.1,32.27524717,7.662910748,Reading,Spring,Spring
2,3,106.2,32.24967145,7.655569666,Reading,Spring,Spring
2,3,106.3,32.22409573,7.648228987,Reading,Spring,Spring
2,3,106.4,32.19852001,7.640888714,Reading,Spring,Spring
2,3,106.5,32.17294429,7.633548847,Reading,Spring,Spring
2,3,106.6,32.14736857,7.626209387,Reading,Spring,Spring
2,3,106.7,32.12179284,7.618870336,Reading,Spring,Spring
2,3,106.8,32.09621712,7.611531695,Reading,Spring,Spring
2,3,106.9,32.0706414,7.604193465,Reading,Spring,Spring
2,3,107.0,32.04506568,7.596855647,Reading,Spring,Spring
2,3,107.1,32.01948996,7.589518243,Reading,Spring,Spring
2,3,107.2,31.99391424,7.582181253,Reading,Spring,Spring
2,3,107.3,31.96833852,7.574844679,Reading,Spring,Spring
2,3,107.4,31.94276279,7.567508522,Reading,Spring,Spring
2,3,107.5,31.91718707,7.560172783,Reading,Spring,Spring
2,3,107.6,31.89161135,7.552837464,Reading,Spring,Spring
2,3,107.7,31.86603563,7.545502566,Reading,Spring,Spring
2,3,107.8,31.84045991,7.538168089,Reading,Spring,Spring
2,3,107.9,31.81488419,7.530834036,Reading,Spring,Spring
2,3,108.0,31.78930846,7.523500407,Reading,Spring,Spring
2,3,108.1,31.76373274,7.516167204,Reading,Spring,Spring
2,3,108.2,31.73815702,7.508834427,Reading,Spring,Spring
2,3,108.3,31.7125813,7.501502079,Reading,Spring,Spring
2,3,108.4,31.68700558,7.49417016,Reading,Spring,Spring
2,3,108.5,31.66142986,7.486838672,Reading,Spring,Spring
2,3,108.6,31.63585413,7.479507615,Reading,Spring,Spring
2,3,108.7,31.61027841,7.472176992,Reading,Spring,Spring
2,3,108.8,31.58470269,7.464846803,Reading,Spring,Spring
2,3,108.9,31.55912697,7.457517051,Reading,Spring,Spring
2,3,109.0,31.53355125,7.450187735,Reading,Spring,Spring
2,3,109.1,31.50797553,7.442858857,Reading,Spring,Spring
2,3,109.2,31.4823998,7.435530419,Reading,Spring,Spring
2,3,109.3,31.45682408,7.428202422,Reading,Spring,Spring
2,3,109.4,31.43124836,7.420874867,Reading,Spring,Spring
2,3,109.5,31.40567264,7.413547756,Reading,Spring,Spring
2,3,109.6,31.38009692,7.40622109,Reading,Spring,Spring
2,3,109.7,31.3545212,7.398894869,Reading,Spring,Spring
2,3,109.8,31.32894548,7.391569097,Reading,Spring,Spring
2,3,109.9,31.30336975,7.384243773,Reading,Spring,Spring
2,3,110.0,31.27779403,7.376918899,Reading,Spring,Spring
2,3,110.1,31.25221831,7.369594477,Reading,Spring,Spring
2,3,110.2,31.22664259,7.362270508,Reading,Spring,Spring
2,3,110.3,31.20106687,7.354946993,Reading,Spring,Spring
2,3,110.4,31.17549115,7.347623933,Reading,Spring,Spring
2,3,110.5,31.14991542,7.340301331,Reading,Spring,Spring
2,3,110.6,31.1243397,7.332979186,Reading,Spring,Spring
2,3,110.7,31.09876398,7.325657502,Reading,Spring,Spring
2,3,110.8,31.07318826,7.318336278,Reading,Spring,Spring
2,3,110.9,31.04761254,7.311015517,Reading,Spring,Spring
2,3,111.0,31.02203682,7.30369522,Reading,Spring,Spring
2,3,111.1,30.99646109,7.296375388,Reading,Spring,Spring
2,3,111.2,30.97088537,7.289056023,Reading,Spring,Spring
2,3,111.3,30.94530965,7.281737125,Reading,Spring,Spring
2,3,111.4,30.91973393,7.274418697,Reading,Spring,Spring
2,3,111.5,30.89415821,7.26710074,Reading,Spring,Spring
2,3,111.6,30.86858249,7.259783256,Reading,Spring,Spring
2,3,111.7,30.84300676,7.252466245,Reading,Spring,Spring
2,3,111.8,30.81743104,7.245149709,Reading,Spring,Spring
2,3,111.9,30.79185532,7.23783365,Reading,Spring,Spring
2,3,112.0,30.7662796,7.230518069,Reading,Spring,Spring
2,3,112.1,30.74070388,7.223202967,Reading,Spring,Spring
2,3,112.2,30.71512816,7.215888346,Reading,Spring,Spring
2,3,112.3,30.68955244,7.208574208,Reading,Spring,Spring
2,3,112.4,30.66397671,7.201260554,Reading,Spring,Spring
2,3,112.5,30.63840099,7.193947385,Reading,Spring,Spring
2,3,112.6,30.61282527,7.186634703,Reading,Spring,Spring
2,3,112.7,30.58724955,7.179322509,Reading,Spring,Spring
2,3,112.8,30.56167383,7.172010805,Reading,Spring,Spring
2,3,112.9,30.53609811,7.164699592,Reading,Spring,Spring
2,3,113.0,30.51052238,7.157388873,Reading,Spring,Spring
2,3,113.1,30.48494666,7.150078647,Reading,Spring,Spring
2,3,113.2,30.45937094,7.142768918,Reading,Spring,Spring
2,3,113.3,30.43379522,7.135459686,Reading,Spring,Spring
2,3,113.4,30.4082195,7.128150952,Reading,Spring,Spring
2,3,113.5,30.38264378,7.12084272,Reading,Spring,Spring
2,3,113.6,30.35706805,7.113534989,Reading,Spring,Spring
2,3,113.7,30.33149233,7.106227762,Reading,Spring,Spring
2,3,113.8,30.30591661,7.09892104,Reading,Spring,Spring
2,3,113.9,30.28034089,7.091614824,Reading,Spring,Spring
2,3,114.0,30.25476517,7.084309117,Reading,Spring,Spring
2,3,114.1,30.22918945,7.07700392,Reading,Spring,Spring
2,3,114.2,30.20361372,7.069699234,Reading,Spring,Spring
2,3,114.3,30.178038,7.062395061,Reading,Spring,Spring
2,3,114.4,30.15246228,7.055091402,Reading,Spring,Spring
2,3,114.5,30.12688656,7.04778826,Reading,Spring,Spring
2,3,114.6,30.10131084,7.040485635,Reading,Spring,Spring
2,3,114.7,30.07573512,7.03318353,Reading,Spring,Spring
2,3,114.8,30.0501594,7.025881946,Reading,Spring,Spring
2,3,114.9,30.02458367,7.018580885,Reading,Spring,Spring
2,3,115.0,29.99900795,7.011280347,Reading,Spring,Spring
2,3,115.1,29.97343223,7.003980336,Reading,Spring,Spring
2,3,115.2,29.94785651,6.996680852,Reading,Spring,Spring
2,3,115.3,29.92228079,6.989381898,Reading,Spring,Spring
2,3,115.4,29.89670507,6.982083474,Reading,Spring,Spring
2,3,115.5,29.87112934,6.974785583,Reading,Spring,Spring
2,3,115.6,29.84555362,6.967488226,Reading,Spring,Spring
2,3,115.7,29.8199779,6.960191405,Reading,Spring,Spring
2,3,115.8,29.79440218,6.952895122,Reading,Spring,Spring
2,3,115.9,29.76882646,6.945599377,Reading,Spring,Spring
2,3,116.0,29.74325074,6.938304174,Reading,Spring,Spring
2,3,116.1,29.71767501,6.931009513,Reading,Spring,Spring
2,3,116.2,29.69209929,6.923715397,Reading,Spring,Spring
2,3,116.3,29.66652357,6.916421827,Reading,Spring,Spring
2,3,116.4,29.64094785,6.909128805,Reading,Spring,Spring
2,3,116.5,29.61537213,6.901836332,Reading,Spring,Spring
2,3,116.6,29.58979641,6.894544411,Reading,Spring,Spring
2,3,116.7,29.56422068,6.887253043,Reading,Spring,Spring
2,3,116.8,29.53864496,6.879962229,Reading,Spring,Spring
2,3,116.9,29.51306924,6.872671973,Reading,Spring,Spring
2,3,117.0,29.48749352,6.865382274,Reading,Spring,Spring
2,3,117.1,29.4619178,6.858093136,Reading,Spring,Spring
2,3,117.2,29.43634208,6.85080456,Reading,Spring,Spring
2,3,117.3,29.41076636,6.843516547,Reading,Spring,Spring
2,3,117.4,29.38519063,6.8362291,Reading,Spring,Spring
2,3,117.5,29.35961491,6.82894222,Reading,Spring,Spring
2,3,117.6,29.33403919,6.82165591,Reading,Spring,Spring
2,3,117.7,29.30846347,6.81437017,Reading,Spring,Spring
2,3,117.8,29.28288775,6.807085003,Reading,Spring,Spring
2,3,117.9,29.25731203,6.799800411,Reading,Spring,Spring
2,3,118.0,29.2317363,6.792516396,Reading,Spring,Spring
2,3,118.1,29.20616058,6.785232958,Reading,Spring,Spring
2,3,118.2,29.18058486,6.777950102,Reading,Spring,Spring
2,3,118.3,29.15500914,6.770667827,Reading,Spring,Spring
2,3,118.4,29.12943342,6.763386136,Reading,Spring,Spring
2,3,118.5,29.1038577,6.756105031,Reading,Spring,Spring
2,3,118.6,29.07828197,6.748824514,Reading,Spring,Spring
2,3,118.7,29.05270625,6.741544586,Reading,Spring,Spring
2,3,118.8,29.02713053,6.73426525,Reading,Spring,Spring
2,3,118.9,29.00155481,6.726986508,Reading,Spring,Spring
2,3,119.0,28.97597909,6.719708361,Reading,Spring,Spring
2,3,119.1,28.95040337,6.712430811,Reading,Spring,Spring
2,3,119.2,28.92482764,6.705153861,Reading,Spring,Spring
2,3,119.3,28.89925192,6.697877512,Reading,Spring,Spring
2,3,119.4,28.8736762,6.690601766,Reading,Spring,Spring
2,3,119.5,28.84810048,6.683326626,Reading,Spring,Spring
2,3,119.6,28.82252476,6.676052093,Reading,Spring,Spring
2,3,119.7,28.79694904,6.668778168,Reading,Spring,Spring
2,3,119.8,28.77137332,6.661504855,Reading,Spring,Spring
2,3,119.9,28.74579759,6.654232156,Reading,Spring,Spring
2,3,120.0,28.72022187,6.646960071,Reading,Spring,Spring
2,3,120.1,28.69464615,6.639688604,Reading,Spring,Spring
2,3,120.2,28.66907043,6.632417755,Reading,Spring,Spring
2,3,120.3,28.64349471,6.625147528,Reading,Spring,Spring
2,3,120.4,28.61791899,6.617877925,Reading,Spring,Spring
2,3,120.5,28.59234326,6.610608947,Reading,Spring,Spring
2,3,120.6,28.56676754,6.603340596,Reading,Spring,Spring
2,3,120.7,28.54119182,6.596072875,Reading,Spring,Spring
2,3,120.8,28.5156161,6.588805785,Reading,Spring,Spring
2,3,120.9,28.49004038,6.581539329,Reading,Spring,Spring
2,3,121.0,28.46446466,6.574273509,Reading,Spring,Spring
2,3,121.1,28.43888893,6.567008327,Reading,Spring,Spring
2,3,121.2,28.41331321,6.559743784,Reading,Spring,Spring
2,3,121.3,28.38773749,6.552479884,Reading,Spring,Spring
2,3,121.4,28.36216177,6.545216629,Reading,Spring,Spring
2,3,121.5,28.33658605,6.537954019,Reading,Spring,Spring
2,3,121.6,28.31101033,6.530692058,Reading,Spring,Spring
2,3,121.7,28.2854346,6.523430748,Reading,Spring,Spring
2,3,121.8,28.25985888,6.516170091,Reading,Spring,Spring
2,3,121.9,28.23428316,6.50891009,Reading,Spring,Spring
2,3,122.0,28.20870744,6.501650745,Reading,Spring,Spring
2,3,122.1,28.18313172,6.49439206,Reading,Spring,Spring
2,3,122.2,28.157556,6.487134037,Reading,Spring,Spring
2,3,122.3,28.13198028,6.479876677,Reading,Spring,Spring
2,3,122.4,28.10640455,6.472619984,Reading,Spring,Spring
2,3,122.5,28.08082883,6.465363959,Reading,Spring,Spring
2,3,122.6,28.05525311,6.458108605,Reading,Spring,Spring
2,3,122.7,28.02967739,6.450853924,Reading,Spring,Spring
2,3,122.8,28.00410167,6.443599918,Reading,Spring,Spring
2,3,122.9,27.97852595,6.43634659,Reading,Spring,Spring
2,3,123.0,27.95295022,6.429093941,Reading,Spring,Spring
2,3,123.1,27.9273745,6.421841975,Reading,Spring,Spring
2,3,123.2,27.90179878,6.414590693,Reading,Spring,Spring
2,3,123.3,27.87622306,6.407340098,Reading,Spring,Spring
2,3,123.4,27.85064734,6.400090191,Reading,Spring,Spring
2,3,123.5,27.82507162,6.392840977,Reading,Spring,Spring
2,3,123.6,27.79949589,6.385592456,Reading,Spring,Spring
2,3,123.7,27.77392017,6.378344631,Reading,Spring,Spring
2,3,123.8,27.74834445,6.371097504,Reading,Spring,Spring
2,3,123.9,27.72276873,6.363851079,Reading,Spring,Spring
2,3,124.0,27.69719301,6.356605357,Reading,Spring,Spring
2,3,124.1,27.67161729,6.34936034,Reading,Spring,Spring
2,3,124.2,27.64604156,6.342116032,Reading,Spring,Spring
2,3,124.3,27.62046584,6.334872434,Reading,Spring,Spring
2,3,124.4,27.59489012,6.327629549,Reading,Spring,Spring
2,3,124.5,27.5693144,6.32038738,Reading,Spring,Spring
2,3,124.6,27.54373868,6.313145929,Reading,Spring,Spring
2,3,124.7,27.51816296,6.305905197,Reading,Spring,Spring
2,3,124.8,27.49258724,6.298665189,Reading,Spring,Spring
2,3,124.9,27.46701151,6.291425907,Reading,Spring,Spring
2,3,125.0,27.44143579,6.284187352,Reading,Spring,Spring
2,3,125.1,27.41586007,6.276949527,Reading,Spring,Spring
2,3,125.2,27.39028435,6.269712435,Reading,Spring,Spring
2,3,125.3,27.36470863,6.262476079,Reading,Spring,Spring
2,3,125.4,27.33913291,6.255240461,Reading,Spring,Spring
2,3,125.5,27.31355718,6.248005583,Reading,Spring,Spring
2,3,125.6,27.28798146,6.240771449,Reading,Spring,Spring
2,3,125.7,27.26240574,6.23353806,Reading,Spring,Spring
2,3,125.8,27.23683002,6.22630542,Reading,Spring,Spring
2,3,125.9,27.2112543,6.21907353,Reading,Spring,Spring
2,3,126.0,27.18567858,6.211842395,Reading,Spring,Spring
2,3,126.1,27.16010285,6.204612015,Reading,Spring,Spring
2,3,126.2,27.13452713,6.197382394,Reading,Spring,Spring
2,3,126.3,27.10895141,6.190153535,Reading,Spring,Spring
2,3,126.4,27.08337569,6.18292544,Reading,Spring,Spring
2,3,126.5,27.05779997,6.175698112,Reading,Spring,Spring
2,3,126.6,27.03222425,6.168471553,Reading,Spring,Spring
2,3,126.7,27.00664852,6.161245766,Reading,Spring,Spring
2,3,126.8,26.9810728,6.154020755,Reading,Spring,Spring
2,3,126.9,26.95549708,6.146796521,Reading,Spring,Spring
2,3,127.0,26.92992136,6.139573068,Reading,Spring,Spring
2,3,127.1,26.90434564,6.132350398,Reading,Spring,Spring
2,3,127.2,26.87876992,6.125128514,Reading,Spring,Spring
2,3,127.3,26.8531942,6.117907419,Reading,Spring,Spring
2,3,127.4,26.82761847,6.110687115,Reading,Spring,Spring
2,3,127.5,26.80204275,6.103467606,Reading,Spring,Spring
2,3,127.6,26.77646703,6.096248894,Reading,Spring,Spring
2,3,127.7,26.75089131,6.089030982,Reading,Spring,Spring
2,3,127.8,26.72531559,6.081813873,Reading,Spring,Spring
2,3,127.9,26.69973987,6.074597569,Reading,Spring,Spring
2,3,128.0,26.67416414,6.067382074,Reading,Spring,Spring
2,3,128.1,26.64858842,6.060167391,Reading,Spring,Spring
2,3,128.2,26.6230127,6.052953522,Reading,Spring,Spring
2,3,128.3,26.59743698,6.045740471,Reading,Spring,Spring
2,3,128.4,26.57186126,6.03852824,Reading,Spring,Spring
2,3,128.5,26.54628554,6.031316832,Reading,Spring,Spring
2,3,128.6,26.52070981,6.02410625,Reading,Spring,Spring
2,3,128.7,26.49513409,6.016896497,Reading,Spring,Spring
2,3,128.8,26.46955837,6.009687576,Reading,Spring,Spring
2,3,128.9,26.44398265,6.002479491,Reading,Spring,Spring
2,3,129.0,26.41840693,5.995272243,Reading,Spring,Spring
2,3,129.1,26.39283121,5.988065837,Reading,Spring,Spring
2,3,129.2,26.36725548,5.980860275,Reading,Spring,Spring
2,3,129.3,26.34167976,5.97365556,Reading,Spring,Spring
2,3,129.4,26.31610404,5.966451696,Reading,Spring,Spring
2,3,129.5,26.29052832,5.959248685,Reading,Spring,Spring
2,3,129.6,26.2649526,5.95204653,Reading,Spring,Spring
2,3,129.7,26.23937688,5.944845235,Reading,Spring,Spring
2,3,129.8,26.21380116,5.937644803,Reading,Spring,Spring
2,3,129.9,26.18822543,5.930445237,Reading,Spring,Spring
2,3,130.0,26.16264971,5.923246539,Reading,Spring,Spring
2,3,130.1,26.13707399,5.916048714,Reading,Spring,Spring
2,3,130.2,26.11149827,5.908851764,Reading,Spring,Spring
2,3,130.3,26.08592255,5.901655693,Reading,Spring,Spring
2,3,130.4,26.06034683,5.894460504,Reading,Spring,Spring
2,3,130.5,26.0347711,5.8872662,Reading,Spring,Spring
2,3,130.6,26.00919538,5.880072784,Reading,Spring,Spring
2,3,130.7,25.98361966,5.872880259,Reading,Spring,Spring
2,3,130.8,25.95804394,5.86568863,Reading,Spring,Spring
2,3,130.9,25.93246822,5.858497898,Reading,Spring,Spring
2,3,131.0,25.9068925,5.851308069,Reading,Spring,Spring
2,3,131.1,25.88131677,5.844119143,Reading,Spring,Spring
2,3,131.2,25.85574105,5.836931126,Reading,Spring,Spring
2,3,131.3,25.83016533,5.829744021,Reading,Spring,Spring
2,3,131.4,25.80458961,5.82255783,Reading,Spring,Spring
2,3,131.5,25.77901389,5.815372558,Reading,Spring,Spring
2,3,131.6,25.75343817,5.808188207,Reading,Spring,Spring
2,3,131.7,25.72786244,5.801004781,Reading,Spring,Spring
2,3,131.8,25.70228672,5.793822284,Reading,Spring,Spring
2,3,131.9,25.676711,5.786640719,Reading,Spring,Spring
2,3,132.0,25.65113528,5.779460089,Reading,Spring,Spring
2,3,132.1,25.62555956,5.772280398,Reading,Spring,Spring
2,3,132.2,25.59998384,5.76510165,Reading,Spring,Spring
2,3,132.3,25.57440812,5.757923847,Reading,Spring,Spring
2,3,132.4,25.54883239,5.750746994,Reading,Spring,Spring
2,3,132.5,25.52325667,5.743571094,Reading,Spring,Spring
2,3,132.6,25.49768095,5.736396151,Reading,Spring,Spring
2,3,132.7,25.47210523,5.729222168,Reading,Spring,Spring
2,3,132.8,25.44652951,5.722049149,Reading,Spring,Spring
2,3,132.9,25.42095379,5.714877098,Reading,Spring,Spring
2,3,133.0,25.39537806,5.707706017,Reading,Spring,Spring
2,3,133.1,25.36980234,5.700535912,Reading,Spring,Spring
2,3,133.2,25.34422662,5.693366784,Reading,Spring,Spring
2,3,133.3,25.3186509,5.686198639,Reading,Spring,Spring
2,3,133.4,25.29307518,5.67903148,Reading,Spring,Spring
2,3,133.5,25.26749946,5.671865311,Reading,Spring,Spring
2,3,133.6,25.24192373,5.664700135,Reading,Spring,Spring
2,3,133.7,25.21634801,5.657535956,Reading,Spring,Spring
2,3,133.8,25.19077229,5.650372778,Reading,Spring,Spring
2,3,133.9,25.16519657,5.643210605,Reading,Spring,Spring
2,3,134.0,25.13962085,5.636049441,Reading,Spring,Spring
2,3,134.1,25.11404513,5.628889288,Reading,Spring,Spring
2,3,134.2,25.0884694,5.621730153,Reading,Spring,Spring
2,3,134.3,25.06289368,5.614572037,Reading,Spring,Spring
2,3,134.4,25.03731796,5.607414946,Reading,Spring,Spring
2,3,134.5,25.01174224,5.600258882,Reading,Spring,Spring
2,3,134.6,24.98616652,5.593103851,Reading,Spring,Spring
2,3,134.7,24.9605908,5.585949856,Reading,Spring,Spring
2,3,134.8,24.93501508,5.5787969,Reading,Spring,Spring
2,3,134.9,24.90943935,5.571644989,Reading,Spring,Spring
2,3,135.0,24.88386363,5.564494125,Reading,Spring,Spring
2,3,135.1,24.85828791,5.557344314,Reading,Spring,Spring
2,3,135.2,24.83271219,5.550195558,Reading,Spring,Spring
2,3,135.3,24.80713647,5.543047863,Reading,Spring,Spring
2,3,135.4,24.78156075,5.535901232,Reading,Spring,Spring
2,3,135.5,24.75598502,5.528755669,Reading,Spring,Spring
2,3,135.6,24.7304093,5.521611179,Reading,Spring,Spring
2,3,135.7,24.70483358,5.514467766,Reading,Spring,Spring
2,3,135.8,24.67925786,5.507325434,Reading,Spring,Spring
2,3,135.9,24.65368214,5.500184186,Reading,Spring,Spring
2,3,136.0,24.62810642,5.493044029,Reading,Spring,Spring
2,3,136.1,24.60253069,5.485904964,Reading,Spring,Spring
2,3,136.2,24.57695497,5.478766998,Reading,Spring,Spring
2,3,136.3,24.55137925,5.471630134,Reading,Spring,Spring
2,3,136.4,24.52580353,5.464494376,Reading,Spring,Spring
2,3,136.5,24.50022781,5.457359729,Reading,Spring,Spring
2,3,136.6,24.47465209,5.450226197,Reading,Spring,Spring
2,3,136.7,24.44907636,5.443093785,Reading,Spring,Spring
2,3,136.8,24.42350064,5.435962497,Reading,Spring,Spring
2,3,136.9,24.39792492,5.428832337,Reading,Spring,Spring
2,3,137.0,24.3723492,5.42170331,Reading,Spring,Spring
2,3,137.1,24.34677348,5.414575421,Reading,Spring,Spring
2,3,137.2,24.32119776,5.407448673,Reading,Spring,Spring
2,3,137.3,24.29562204,5.400323072,Reading,Spring,Spring
2,3,137.4,24.27004631,5.393198622,Reading,Spring,Spring
2,3,137.5,24.24447059,5.386075327,Reading,Spring,Spring
2,3,137.6,24.21889487,5.378953192,Reading,Spring,Spring
2,3,137.7,24.19331915,5.371832222,Reading,Spring,Spring
2,3,137.8,24.16774343,5.364712421,Reading,Spring,Spring
2,3,137.9,24.14216771,5.357593794,Reading,Spring,Spring
2,3,138.0,24.11659198,5.350476346,Reading,Spring,Spring
2,3,138.1,24.09101626,5.343360081,Reading,Spring,Spring
2,3,138.2,24.06544054,5.336245005,Reading,Spring,Spring
2,3,138.3,24.03986482,5.329131121,Reading,Spring,Spring
2,3,138.4,24.0142891,5.322018435,Reading,Spring,Spring
2,3,138.5,23.98871338,5.314906951,Reading,Spring,Spring
2,3,138.6,23.96313765,5.307796675,Reading,Spring,Spring
2,3,138.7,23.93756193,5.30068761,Reading,Spring,Spring
2,3,138.8,23.91198621,5.293579763,Reading,Spring,Spring
2,3,138.9,23.88641049,5.286473138,Reading,Spring,Spring
2,3,139.0,23.86083477,5.27936774,Reading,Spring,Spring
2,3,139.1,23.83525905,5.272263573,Reading,Spring,Spring
2,3,139.2,23.80968332,5.265160643,Reading,Spring,Spring
2,3,139.3,23.7841076,5.258058955,Reading,Spring,Spring
2,3,139.4,23.75853188,5.250958514,Reading,Spring,Spring
2,3,139.5,23.73295616,5.243859325,Reading,Spring,Spring
2,3,139.6,23.70738044,5.236761393,Reading,Spring,Spring
2,3,139.7,23.68180472,5.229664724,Reading,Spring,Spring
2,3,139.8,23.656229,5.222569321,Reading,Spring,Spring
2,3,139.9,23.63065327,5.215475191,Reading,Spring,Spring
2,3,140.0,23.60507755,5.208382339,Reading,Spring,Spring
2,3,140.1,23.57950183,5.201290769,Reading,Spring,Spring
2,3,140.2,23.55392611,5.194200488,Reading,Spring,Spring
2,3,140.3,23.52835039,5.1871115,Reading,Spring,Spring
2,3,140.4,23.50277467,5.180023811,Reading,Spring,Spring
2,3,140.5,23.47719894,5.172937426,Reading,Spring,Spring
2,3,140.6,23.45162322,5.16585235,Reading,Spring,Spring
2,3,140.7,23.4260475,5.158768589,Reading,Spring,Spring
2,3,140.8,23.40047178,5.151686149,Reading,Spring,Spring
2,3,140.9,23.37489606,5.144605034,Reading,Spring,Spring
2,3,141.0,23.34932034,5.13752525,Reading,Spring,Spring
2,3,141.1,23.32374461,5.130446803,Reading,Spring,Spring
2,3,141.2,23.29816889,5.123369699,Reading,Spring,Spring
2,3,141.3,23.27259317,5.116293942,Reading,Spring,Spring
2,3,141.4,23.24701745,5.109219539,Reading,Spring,Spring
2,3,141.5,23.22144173,5.102146494,Reading,Spring,Spring
2,3,141.6,23.19586601,5.095074815,Reading,Spring,Spring
2,3,141.7,23.17029028,5.088004506,Reading,Spring,Spring
2,3,141.8,23.14471456,5.080935572,Reading,Spring,Spring
2,3,141.9,23.11913884,5.073868021,Reading,Spring,Spring
2,3,142.0,23.09356312,5.066801858,Reading,Spring,Spring
2,3,142.1,23.0679874,5.059737088,Reading,Spring,Spring
2,3,142.2,23.04241168,5.052673717,Reading,Spring,Spring
2,3,142.3,23.01683596,5.045611751,Reading,Spring,Spring
2,3,142.4,22.99126023,5.038551197,Reading,Spring,Spring
2,3,142.5,22.96568451,5.03149206,Reading,Spring,Spring
2,3,142.6,22.94010879,5.024434345,Reading,Spring,Spring
2,3,142.7,22.91453307,5.01737806,Reading,Spring,Spring
2,3,142.8,22.88895735,5.01032321,Reading,Spring,Spring
2,3,142.9,22.86338163,5.0032698,Reading,Spring,Spring
2,3,143.0,22.8378059,4.996217839,Reading,Spring,Spring
2,3,143.1,22.81223018,4.98916733,Reading,Spring,Spring
2,3,143.2,22.78665446,4.982118281,Reading,Spring,Spring
2,3,143.3,22.76107874,4.975070698,Reading,Spring,Spring
2,3,143.4,22.73550302,4.968024587,Reading,Spring,Spring
2,3,143.5,22.7099273,4.960979954,Reading,Spring,Spring
