id,year,classid,female,male,hispanic,white,black,asian,native,race,freelunch,ell,sped,grade,test,bump,rand,st_math
93598,2010,2,1,0,0,0,1,0,0,"black",0,0,1,6,57.05334,3.335981,.5699945,0
93855,2010,2,1,0,1,0,0,0,0,"hispanic",1,0,1,6,53.28915,2.301147,.9650979,0
103165,2010,2,1,0,0,0,1,0,0,"black",1,0,0,6,53.48191,3.829135,.6404764,0
106758,2010,2,1,0,0,0,1,0,0,"black",1,0,1,6,55.21787,3.442168,.8449361,0
142179,2010,2,1,0,0,0,0,0,1,"native",1,0,1,6,55.946,1.859389,.8916039,0
148042,2010,2,1,0,0,0,1,0,0,"black",1,0,0,6,54.81992,2.195312,.6740149,0
150440,2010,2,1,0,0,0,1,0,0,"black",1,0,0,6,57.52514,2.436463,.2108684,0
171594,2010,2,0,1,0,0,1,0,0,"black",1,1,0,6,51.29201,1.417177,.172804,0
172536,2010,2,1,0,1,0,0,0,0,"hispanic",1,1,0,6,52.7216,3.090358,.2199898,0
184941,2010,2,1,0,1,0,0,0,0,"hispanic",1,1,1,6,51.38374,3.921185,.3309841,0
199843,2010,2,1,0,0,0,1,0,0,"black",1,0,0,6,54.34471,2.656335,.6894233,0
208876,2010,2,0,1,0,0,1,0,0,"black",1,0,0,6,54.42836,3.870946,.8052722,0
211253,2010,2,0,1,0,0,1,0,0,"black",1,0,0,6,52.048,3.028015,.7599517,0
220622,2010,2,0,1,1,0,0,0,0,"hispanic",1,1,0,6,56.43041,2.83808,.1109794,0
225277,2010,2,1,0,1,0,0,0,0,"hispanic",1,0,1,6,51.61468,2.114058,.0078333,0
241705,2010,2,1,0,1,0,0,0,0,"hispanic",1,1,1,6,55.75107,1.880611,.1423205,0
242556,2010,2,0,1,0,0,0,0,1,"native",0,0,0,6,54.66568,2.557594,.41273,0
245730,2010,2,0,1,1,0,0,0,0,"hispanic",1,0,1,6,55.27208,4.037298,.4470618,0
252546,2010,2,1,0,1,0,0,0,0,"hispanic",1,1,0,6,56.81689,.8563806,.2854361,0
272445,2010,2,0,1,1,0,0,0,0,"hispanic",1,0,0,6,54.90625,2.487276,.632839,0
275696,2010,2,1,0,1,0,0,0,0,"hispanic",1,1,0,6,55.80092,1.604359,.9058526,0
281475,2010,2,0,1,1,0,0,0,0,"hispanic",0,1,0,6,55.72031,1.920364,.9082976,0
209,2010,3,1,0,0,1,0,0,0,"white",0,0,0,6,59.58364,3.125549,.44876,0
33353,2010,3,0,1,1,0,0,0,0,"hispanic",1,0,0,6,62.20492,1.577393,.0087147,0
38493,2010,3,1,0,0,0,1,0,0,"black",1,0,0,6,58.73079,3.52179,.7037932,0
57461,2010,3,1,0,0,0,1,0,0,"black",1,0,0,6,61.40253,3.312072,.3166202,0
90833,2010,3,1,0,1,0,0,0,0,"hispanic",1,0,0,6,60.76001,2.472956,.2220181,0
111580,2010,3,0,1,1,0,0,0,0,"hispanic",1,1,0,6,60.15487,3.533053,.4421569,0
131352,2010,3,1,0,0,0,0,1,0,"asian",1,0,0,6,62.46078,1.612362,.5156901,0
147113,2010,3,1,0,0,0,1,0,0,"black",1,0,0,6,58.98616,.2358303,.6007748,0
149879,2010,3,1,0,1,0,0,0,0,"hispanic",1,1,0,6,61.44513,3.761274,.056728,0
169269,2010,3,1,0,0,0,1,0,0,"black",0,0,0,6,59.12856,3.751001,.5802137,0
172948,2010,3,1,0,0,0,1,0,0,"black",0,0,1,6,61.57763,2.67443,.5078882,0
174164,2010,3,1,0,0,0,1,0,0,"black",0,0,0,6,60.45148,.5979337,.5754489,0
174341,2010,3,1,0,1,0,0,0,0,"hispanic",1,0,0,6,58.81179,2.669412,.709334,0
177996,2010,3,1,0,1,0,0,0,0,"hispanic",1,1,0,6,59.951,2.556279,.5983052,0
187381,2010,3,0,1,1,0,0,0,0,"hispanic",1,1,0,6,57.92154,1.739455,.0801561,0
190687,2010,3,0,1,1,0,0,0,0,"hispanic",1,0,1,6,61.45051,2.586173,.2057776,0
192475,2010,3,1,0,1,0,0,0,0,"hispanic",1,1,0,6,63.17686,3.11986,.785493,0
206887,2010,3,0,1,0,0,1,0,0,"black",1,0,0,6,58.64674,3.438957,.0656521,0
215826,2010,3,1,0,1,0,0,0,0,"hispanic",1,1,0,6,59.26334,3.635971,.8466019,0
220670,2010,3,1,0,0,0,1,0,0,"black",1,0,0,6,57.05857,4.795437,.9431401,0
226127,2010,3,0,1,0,0,1,0,0,"black",1,0,0,6,60.67967,2.689495,.5623938,0
226384,2010,3,1,0,0,0,1,0,0,"black",1,0,0,6,56.19617,1.587527,.9186125,0
261571,2010,3,0,1,0,0,1,0,0,"black",0,0,0,6,57.69329,1.026251,.5113024,0
271530,2010,3,0,1,1,0,0,0,0,"hispanic",1,1,0,6,60.54437,2.266651,.1857958,0
277168,2010,3,0,1,1,0,0,0,0,"hispanic",1,1,0,6,57.90213,3.157892,.6409851,0
278370,2010,3,0,1,0,0,0,1,0,"asian",1,0,0,6,63.69033,2.38005,.7454622,0
279066,2010,3,0,1,1,0,0,0,0,"hispanic",1,1,1,6,58.72879,.9307548,.1860602,0
284046,2010,3,1,0,1,0,0,0,0,"hispanic",1,0,1,6,59.31742,.6121024,.1246859,0
288255,2010,3,0,1,1,0,0,0,0,"hispanic",1,1,0,6,59.84617,4.976924,.1208729,0
291349,2010,3,1,0,1,0,0,0,0,"hispanic",1,1,0,6,62.73753,1.810709,.5640112,0
35309,2010,4,1,0,0,0,1,0,0,"black",1,0,0,6,62.72493,3.275901,.3385878,0
35859,2010,4,1,0,0,0,1,0,0,"black",0,0,0,6,64.43149,3.027574,.0876072,0
49066,2010,4,1,0,0,0,1,0,0,"black",1,0,0,6,66.39355,1.966723,.8615844,0
49622,2010,4,0,1,0,0,1,0,0,"black",1,0,0,6,66.30083,1.989797,.1089217,0
64542,2010,4,1,0,0,0,1,0,0,"black",1,0,1,6,64.88839,4.210959,.8871087,0
88695,2010,4,1,0,0,1,0,0,0,"white",1,0,0,6,63.98494,3.179167,.0693733,0
90905,2010,4,1,0,0,0,1,0,0,"black",0,0,0,6,66.19133,2.09819,.7808769,0
92550,2010,4,1,0,1,0,0,0,0,"hispanic",1,0,0,6,67.12459,3.222863,.2658664,0
92565,2010,4,0,1,0,0,1,0,0,"black",1,0,1,6,64.27344,3.157182,.5749261,0
107485,2010,4,0,1,0,0,1,0,0,"black",1,0,0,6,64.11789,4.098743,.2090993,0
132054,2010,4,1,0,0,0,1,0,0,"black",0,0,0,6,62.78245,3.193204,.265848,0
147378,2010,4,0,1,1,0,0,0,0,"hispanic",0,0,0,6,64.81098,3.356326,.4469641,0
162799,2010,4,1,0,0,0,1,0,0,"black",1,0,0,6,64.74331,1.865866,.4126765,0
166893,2010,4,0,1,0,0,1,0,0,"black",1,0,0,6,65.14586,3.210969,.8235516,0
166978,2010,4,1,0,0,1,0,0,0,"white",1,0,0,6,66.59158,2.924427,.1148899,0
186769,2010,4,1,0,0,0,1,0,0,"black",1,0,0,6,63.49986,3.813274,.6491907,0
201294,2010,4,1,0,0,0,1,0,0,"black",1,0,0,6,65.05846,3.172491,.0081583,0
202122,2010,4,0,1,0,0,1,0,0,"black",0,0,0,6,65.50346,2.107484,.2769955,0
211818,2010,4,0,1,0,1,0,0,0,"white",1,1,0,6,64.92567,3.837226,.1858026,0
213628,2010,4,0,1,0,0,1,0,0,"black",1,0,0,6,65.31202,2.033555,.1477781,0
215101,2010,4,0,1,0,0,1,0,0,"black",0,0,0,6,63.30921,2.454465,.0830069,0
240986,2010,4,1,0,0,1,0,0,0,"white",1,0,1,6,67.55967,1.233297,.0551678,0
268487,2010,4,1,0,1,0,0,0,0,"hispanic",1,0,0,6,67.18716,2.627419,.8570223,0
269116,2010,4,0,1,0,0,0,1,0,"asian",1,1,0,6,62.58703,1.639855,.6484802,0
272853,2010,4,0,1,0,0,1,0,0,"black",0,0,0,6,64.68986,3.776465,.8271833,0
280284,2010,4,1,0,1,0,0,0,0,"hispanic",1,0,0,6,67.27323,2.111137,.7559744,0
288300,2010,4,0,1,0,0,1,0,0,"black",1,0,0,6,64.25829,1.99048,.4783768,0
298347,2010,4,1,0,0,0,0,1,0,"asian",1,0,1,6,65.5784,2.202755,.5687349,0
4470,2010,5,0,1,0,1,0,0,0,"white",1,0,0,6,67.42663,3.132603,.4161147,0
32228,2010,5,1,0,0,0,1,0,0,"black",1,0,0,6,69.87653,1.857252,.7031834,0
33562,2010,5,1,0,0,0,0,1,0,"asian",1,0,0,6,70.77824,2.928776,.2846845,0
49147,2010,5,0,1,0,1,0,0,0,"white",0,0,0,6,66.68557,2.390489,.9293655,0
63232,2010,5,0,1,0,0,1,0,0,"black",1,0,0,6,69.6047,2.689799,.9846076,0
75800,2010,5,1,0,1,0,0,0,0,"hispanic",0,0,0,6,68.27636,3.063726,.4752062,0
89318,2010,5,1,0,1,0,0,0,0,"hispanic",1,0,0,6,67.25436,3.553082,.8959739,0
90256,2010,5,1,0,1,0,0,0,0,"hispanic",1,1,1,6,69.59371,3.533376,.9959305,0
91143,2010,5,1,0,0,0,1,0,0,"black",1,0,0,6,71.88336,2.831671,.0868411,0
92120,2010,5,1,0,0,0,1,0,0,"black",1,0,0,6,69.10912,2.69577,.1138235,0
114606,2010,5,1,0,0,0,0,1,0,"asian",0,0,0,6,70.07621,2.108011,.5453528,0
140635,2010,5,0,1,0,1,0,0,0,"white",1,0,0,6,67.87299,2.364572,.5453038,0
140650,2010,5,1,0,0,0,1,0,0,"black",0,1,0,6,67.88731,.5095687,.6498102,0
144054,2010,5,1,0,0,0,1,0,0,"black",0,0,0,6,70.90907,3.472658,.432383,0
159842,2010,5,0,1,1,0,0,0,0,"hispanic",0,1,0,6,67.36061,2.655082,.4630257,0
184667,2010,5,0,1,0,0,1,0,0,"black",1,0,0,6,68.07359,2.69407,.9356191,0
194729,2010,5,0,1,0,0,1,0,0,"black",1,0,0,6,69.63972,1.746824,.5456507,0
207157,2010,5,1,0,0,0,1,0,0,"black",1,0,0,6,65.41814,2.771056,.8212785,0
212814,2010,5,1,0,0,0,0,1,0,"asian",1,0,0,6,71.2356,2.127677,.216622,0
215411,2010,5,0,1,1,0,0,0,0,"hispanic",1,0,1,6,71.09606,1.926218,.1650855,0
217112,2010,5,0,1,1,0,0,0,0,"hispanic",1,1,0,6,69.44453,4.221956,.4360607,0
230473,2010,5,0,1,1,0,0,0,0,"hispanic",1,1,0,6,72.53926,3.155086,.4466808,0
230725,2010,5,1,0,1,0,0,0,0,"hispanic",1,0,0,6,69.96679,1.233433,.9546617,0
244162,2010,5,0,1,1,0,0,0,0,"hispanic",1,0,0,6,68.85881,1.308761,.1219451,0
246377,2010,5,0,1,0,0,0,1,0,"asian",1,0,0,6,68.94808,3.11918,.5487267,0
248332,2010,5,1,0,1,0,0,0,0,"hispanic",1,1,0,6,66.80967,4.812767,.7696962,0
264938,2010,5,0,1,0,1,0,0,0,"white",0,0,0,6,66.3116,3.391961,.1391541,0
270547,2010,5,1,0,1,0,0,0,0,"hispanic",1,0,0,6,67.14799,2.761037,.0122391,0
281937,2010,5,1,0,1,0,0,0,0,"hispanic",1,0,1,6,71.72968,1.626634,.3882849,0
285849,2010,5,0,1,1,0,0,0,0,"hispanic",1,0,0,6,66.93262,1.623683,.1572733,0
287755,2010,5,1,0,1,0,0,0,0,"hispanic",0,0,0,6,71.44991,3.194304,.2704838,0
296094,2010,5,0,1,0,0,0,0,1,"native",1,0,0,6,68.65677,.9918739,.8528728,0
297488,2010,5,0,1,0,0,0,0,1,"native",0,0,0,6,67.13605,2.522927,.6583604,0
298491,2010,5,1,0,0,0,0,1,0,"asian",1,0,0,6,66.61021,4.229269,.819821,0
15361,2010,6,0,1,0,1,0,0,0,"white",1,0,0,6,76.97835,.5952092,.4355502,0
48732,2010,6,1,0,0,0,1,0,0,"black",0,0,0,6,74.94154,2.099091,.6451629,0
50677,2010,6,0,1,1,0,0,0,0,"hispanic",1,0,0,6,75.89586,2.436148,.8628312,0
50695,2010,6,0,1,1,0,0,0,0,"hispanic",1,0,0,6,75.26521,3.714128,.3149421,0
64426,2010,6,1,0,0,0,0,1,0,"asian",1,1,0,6,76.1146,4.553191,.0947157,0
107316,2010,6,0,1,0,1,0,0,0,"white",0,0,0,6,73.48898,3.482199,.5180902,0
111532,2010,6,0,1,0,0,1,0,0,"black",1,0,0,6,71.55365,2.047113,.9218695,0
118510,2010,6,1,0,0,1,0,0,0,"white",0,0,0,6,75.90845,3.559004,.7270753,0
121576,2010,6,0,1,0,0,1,0,0,"black",1,0,0,6,71.03065,4.295187,.9844813,0
147003,2010,6,0,1,0,0,1,0,0,"black",1,0,0,6,73.73297,2.567441,.2177291,0
148009,2010,6,1,0,0,0,1,0,0,"black",1,0,0,6,73.45884,1.816572,.0740443,0
163384,2010,6,0,1,0,0,1,0,0,"black",1,0,1,6,74.80294,3.040473,.705592,0
164958,2010,6,1,0,1,0,0,0,0,"hispanic",1,1,1,6,72.19868,2.383333,.2988386,0
174251,2010,6,1,0,0,1,0,0,0,"white",0,0,0,6,72.10697,2.635102,.479954,0
180184,2010,6,0,1,0,0,0,1,0,"asian",1,0,0,6,75.46713,3.129295,.4836869,0
192548,2010,6,0,1,1,0,0,0,0,"hispanic",1,0,0,6,74.27354,4.065267,.8250223,0
228238,2010,6,1,0,1,0,0,0,0,"hispanic",1,0,0,6,74.74809,2.909316,.9814959,0
253013,2010,6,0,1,1,0,0,0,0,"hispanic",1,0,0,6,74.7188,4.710411,.677315,0
261884,2010,6,0,1,0,0,0,1,0,"asian",0,0,0,6,74.9214,1.823515,.1668181,0
263400,2010,6,0,1,0,1,0,0,0,"white",0,0,1,6,74.18131,4.138037,.7476898,0
266347,2010,6,0,1,1,0,0,0,0,"hispanic",1,0,0,6,73.7134,1.099349,.4817104,0
269654,2010,6,1,0,1,0,0,0,0,"hispanic",1,1,0,6,72.45476,2.425099,.2082998,0
285750,2010,6,1,0,1,0,0,0,0,"hispanic",1,0,0,6,75.16113,3.169755,.9104044,0
293327,2010,6,1,0,1,0,0,0,0,"hispanic",0,0,0,6,74.29987,4.051948,.4511242,0
6869,2010,7,0,1,0,1,0,0,0,"white",1,0,0,6,78.65949,1.780347,.05963,0
12938,2010,7,1,0,1,0,0,0,0,"hispanic",0,0,0,6,80.10514,2.148019,.9400967,0
33560,2010,7,0,1,0,0,0,1,0,"asian",0,0,0,6,80.61229,2.550672,.3963051,0
37541,2010,7,0,1,1,0,0,0,0,"hispanic",1,0,1,6,79.52306,2.388325,.4010003,0
37911,2010,7,0,1,0,0,1,0,0,"black",0,0,0,6,84.11694,4.05036,.1822024,0
40543,2010,7,0,1,0,0,1,0,0,"black",1,0,0,6,84.45377,2.718483,.2952528,0
41452,2010,7,1,0,0,0,0,1,0,"asian",1,0,0,6,83.76208,.3120084,.0276214,0
43704,2010,7,0,1,0,1,0,0,0,"white",0,0,0,6,84.15672,1.880812,.666371,0
89437,2010,7,1,0,0,1,0,0,0,"white",0,0,0,6,79.88469,1.464888,.5305238,0
95654,2010,7,1,0,1,0,0,0,0,"hispanic",1,0,0,6,81.94215,3.284244,.2986167,0
99647,2010,7,0,1,0,0,1,0,0,"black",1,0,0,6,80.76321,2.54805,.1793824,0
107416,2010,7,0,1,1,0,0,0,0,"hispanic",1,0,0,6,82.74188,2.424582,.7319403,0
120585,2010,7,0,1,0,1,0,0,0,"white",1,0,0,6,74.63114,2.532593,.3706064,0
140928,2010,7,1,0,0,1,0,0,0,"white",0,0,0,6,79.54215,2.253232,.2698224,0
141663,2010,7,1,0,0,0,1,0,0,"black",0,0,0,6,85.65057,2.213072,.7955805,0
142091,2010,7,1,0,0,0,1,0,0,"black",0,0,0,6,83.59389,1.147556,.6257678,0
142992,2010,7,1,0,0,0,1,0,0,"black",0,0,0,6,76.55509,4.310154,.8332236,0
146066,2010,7,1,0,0,0,1,0,0,"black",1,0,0,6,78.17786,2.357126,.0141355,0
161677,2010,7,0,1,0,1,0,0,0,"white",0,0,0,6,80.01261,2.594057,.8013199,0
172211,2010,7,0,1,0,0,1,0,0,"black",1,0,0,6,76.63264,.8574915,.7309377,0
187599,2010,7,1,0,1,0,0,0,0,"hispanic",1,0,0,6,79.05774,.4820983,.900517,0
194369,2010,7,0,1,0,1,0,0,0,"white",0,0,0,6,78.24033,3.596735,.2078094,0
194794,2010,7,1,0,0,0,1,0,0,"black",1,0,0,6,78.65441,4.525595,.1524821,0
212566,2010,7,0,1,0,1,0,0,0,"white",0,0,0,6,80.7929,2.373617,.6168708,0
219827,2010,7,1,0,1,0,0,0,0,"hispanic",1,0,1,6,78.83387,1.896754,.9517477,0
221722,2010,7,1,0,0,0,0,1,0,"asian",1,0,0,6,84.60164,2.356064,.8792604,0
227168,2010,7,1,0,1,0,0,0,0,"hispanic",1,0,1,6,83.82299,1.656719,.0016349,0
244181,2010,7,1,0,0,1,0,0,0,"white",0,0,0,6,81.62701,3.757978,.3969891,0
245608,2010,7,0,1,1,0,0,0,0,"hispanic",0,0,0,6,83.42688,3.588902,.2714892,0
260624,2010,7,0,1,0,1,0,0,0,"white",1,0,0,6,76.92493,2.005264,.6015161,0
268406,2010,7,0,1,0,0,0,1,0,"asian",1,1,0,6,82.09036,4.160561,.5478075,0
268454,2010,7,0,1,0,0,1,0,0,"black",1,0,0,6,78.4216,3.61443,.7804718,0
289091,2010,7,0,1,1,0,0,0,0,"hispanic",1,1,1,6,75.17659,.9707205,.0766702,0
21263,2010,8,0,1,1,0,0,0,0,"hispanic",1,0,1,6,84.9741,2.92247,.3078257,0
24660,2010,8,1,0,0,0,0,1,0,"asian",0,0,0,6,94.87142,1.790016,.2673966,0
28612,2010,8,1,0,0,0,1,0,0,"black",0,0,0,6,101.6564,1.289885,.0481037,0
50861,2010,8,0,1,0,0,0,1,0,"asian",0,0,0,6,97.42226,1.934823,.9419008,0
68031,2010,8,0,1,0,1,0,0,0,"white",0,0,0,6,84.54946,2.463379,.0744787,0
94331,2010,8,1,0,1,0,0,0,0,"hispanic",0,0,0,6,97.4538,2.93155,.2651787,0
94839,2010,8,1,0,1,0,0,0,0,"hispanic",0,0,0,6,111.0341,3.174497,.2110937,0
132126,2010,8,0,1,1,0,0,0,0,"hispanic",0,0,0,6,100.7168,3.215539,.3049925,0
146634,2010,8,1,0,0,0,1,0,0,"black",0,0,0,6,89.41843,3.517871,.2983487,0
158803,2010,8,1,0,0,0,1,0,0,"black",0,0,0,6,86.70383,1.812654,.6253145,0
177459,2010,8,0,1,0,0,0,1,0,"asian",0,0,0,6,100.3551,2.362802,.195,0
178566,2010,8,1,0,0,1,0,0,0,"white",0,0,0,6,87.27011,2.846691,.0758199,0
181305,2010,8,0,1,0,0,0,1,0,"asian",0,0,0,6,87.25224,1.763454,.1128661,0
239743,2010,8,1,0,1,0,0,0,0,"hispanic",1,1,0,6,87.62921,.7929028,.8709362,0
259522,2010,8,0,1,0,1,0,0,0,"white",0,0,0,6,91.5638,3.267593,.8170226,0
267335,2010,8,0,1,1,0,0,0,0,"hispanic",1,1,0,6,91.68195,2.677176,.6913776,0
277110,2010,8,0,1,0,0,0,1,0,"asian",0,0,0,6,104.0418,3.429916,.1838708,0
278803,2010,8,1,0,1,0,0,0,0,"hispanic",1,1,1,6,84.84003,1.811796,.4548127,0
283451,2010,8,1,0,0,0,0,1,0,"asian",0,0,0,6,106.9794,3.142809,.9137062,0
285629,2010,8,1,0,1,0,0,0,0,"hispanic",0,0,0,6,85.4774,2.591302,.8908149,0
291695,2010,8,1,0,1,0,0,0,0,"hispanic",1,0,0,6,84.44254,1.531586,.9053224,0
297710,2010,8,0,1,0,0,0,1,0,"asian",0,0,0,6,101.2237,2.258073,.5216261,0
299095,2010,8,1,0,0,0,0,1,0,"asian",1,0,0,6,89.23665,2.241609,.8181702,0
299350,2010,8,0,1,0,0,0,1,0,"asian",1,0,0,6,104.5012,4.491148,.5105554,0
23262,2010,9,1,0,0,0,1,0,0,"black",1,0,1,7,37.9794,2.766234,.9650869,0
34460,2010,9,1,0,1,0,0,0,0,"hispanic",1,1,1,7,40.379,4.398789,.0325473,0
35960,2010,9,0,1,1,0,0,0,0,"hispanic",1,1,1,7,32.40334,1.90835,.8130069,0
49662,2010,9,0,1,0,0,1,0,0,"black",1,1,0,7,40.10609,1.436416,.9337415,0
50308,2010,9,0,1,0,0,1,0,0,"black",1,0,1,7,48.82723,3.737159,.7437985,0
54644,2010,9,0,1,1,0,0,0,0,"hispanic",1,1,0,7,44.14399,4.031107,.5248418,0
112384,2010,9,0,1,0,1,0,0,0,"white",1,1,1,7,33.07376,1.631807,.877093,0
146062,2010,9,1,0,0,0,1,0,0,"black",1,1,0,7,48.48649,2.693575,.9546345,0
147514,2010,9,1,0,0,0,1,0,0,"black",1,0,1,7,47.30267,3.545316,.3777757,0
163022,2010,9,0,1,0,0,1,0,0,"black",1,0,1,7,49.69667,2.24352,.8221571,0
178593,2010,9,1,0,0,0,1,0,0,"black",1,0,0,7,48.11249,2.663054,.0967698,0
182122,2010,9,0,1,1,0,0,0,0,"hispanic",1,1,1,7,40.56853,3.628649,.2861004,0
197644,2010,9,0,1,0,0,1,0,0,"black",1,0,1,7,39.83315,2.499417,.6283486,0
209147,2010,9,0,1,0,0,1,0,0,"black",1,0,1,7,53.33754,2.497015,.6031256,0
211309,2010,9,1,0,0,0,1,0,0,"black",1,0,1,7,53.13372,1.116289,.3522679,0
220361,2010,9,1,0,1,0,0,0,0,"hispanic",1,1,0,7,45.63916,3.480963,.686114,0
222205,2010,9,1,0,1,0,0,0,0,"hispanic",1,1,1,7,35.26231,3.484306,.2000167,0
222898,2010,9,1,0,1,0,0,0,0,"hispanic",1,1,0,7,41.72127,3.299178,.5549561,0
224876,2010,9,1,0,1,0,0,0,0,"hispanic",1,0,1,7,51.96026,3.106975,.7955931,0
229803,2010,9,1,0,1,0,0,0,0,"hispanic",1,0,1,7,48.06331,4.075508,.5306935,0
239210,2010,9,1,0,1,0,0,0,0,"hispanic",1,1,1,7,36.7219,4.569618,.165391,0
241874,2010,9,1,0,1,0,0,0,0,"hispanic",1,1,0,7,31.87928,2.138417,.4876991,0
273866,2010,9,1,0,0,0,1,0,0,"black",1,1,0,7,53.69762,2.502479,.263449,0
275604,2010,9,0,1,1,0,0,0,0,"hispanic",1,1,0,7,51.66555,3.095901,.3812995,0
281282,2010,9,0,1,1,0,0,0,0,"hispanic",1,1,1,7,43.3492,4.477301,.5031694,0
282750,2010,9,1,0,1,0,0,0,0,"hispanic",1,1,1,7,43.15638,2.953037,.4367243,0
288909,2010,9,1,0,1,0,0,0,0,"hispanic",1,1,1,7,37.24363,3.498786,.5587509,0
25585,2010,10,1,0,0,1,0,0,0,"white",0,0,1,7,57.36662,.8301334,.7892191,0
28108,2010,10,0,1,1,0,0,0,0,"hispanic",1,1,0,7,55.1377,5.086161,.2551769,0
32867,2010,10,1,0,1,0,0,0,0,"hispanic",1,1,0,7,50.88408,2.594592,.776153,0
33902,2010,10,0,1,0,0,0,0,1,"native",1,0,0,7,60.30487,2.518025,.7284105,0
35401,2010,10,1,0,0,0,1,0,0,"black",1,0,0,7,61.95265,2.128088,.6359354,0
49269,2010,10,1,0,0,0,1,0,0,"black",1,0,1,7,61.29646,2.718584,.6476536,0
57527,2010,10,0,1,0,0,0,1,0,"asian",1,0,1,7,57.17859,4.692174,.7678373,0
87323,2010,10,1,0,0,0,1,0,0,"black",1,0,0,7,62.40753,2.379704,.2893244,0
100696,2010,10,0,1,1,0,0,0,0,"hispanic",1,1,0,7,53.14644,.8955615,.6920236,0
122789,2010,10,0,1,1,0,0,0,0,"hispanic",1,1,0,7,52.93069,2.051335,.1748855,0
126169,2010,10,0,1,1,0,0,0,0,"hispanic",1,0,0,7,55.93901,2.560063,.5626117,0
146725,2010,10,1,0,1,0,0,0,0,"hispanic",1,0,0,7,56.54723,4.392842,.902675,0
