id,year,classid,female,male,hispanic,white,black,asian,native,race,freelunch,ell,sped,grade,test,bump,rand,st_math
134004,2010,3,1,0,0,1,0,0,0,"white",1,1,0,6,61.75908,2.88493,.0752139,1
140317,2010,3,0,1,0,0,1,0,0,"black",1,0,0,6,62.62016,2.252948,.3470883,1
147030,2010,3,1,0,0,0,1,0,0,"black",0,0,0,6,60.31292,1.728356,.1862868,1
147425,2010,3,1,0,0,0,1,0,0,"black",1,0,0,6,60.12009,-.0810623,.0749301,1
151101,2010,3,1,0,0,0,1,0,0,"black",1,0,0,6,62.43827,3.854577,.0699539,1
160562,2010,3,0,1,0,0,1,0,0,"black",1,0,0,6,59.85776,2.132002,.8949214,0
160677,2010,3,1,0,0,0,1,0,0,"black",1,0,0,6,63.38242,3.332225,.3528398,1
168631,2010,3,1,0,0,0,1,0,0,"black",0,0,0,6,61.57406,1.685585,.9016311,0
174059,2010,3,1,0,0,0,1,0,0,"black",1,1,0,6,63.92473,1.327502,.4912991,1
192622,2010,3,0,1,1,0,0,0,0,"hispanic",1,0,1,6,62.5474,2.792468,.4467749,1
198217,2010,3,0,1,0,0,1,0,0,"black",1,0,0,6,66.06693,2.827514,.2274932,1
217206,2010,3,1,0,1,0,0,0,0,"hispanic",1,0,1,6,58.67044,.6929629,.5852842,1
217363,2010,3,1,0,1,0,0,0,0,"hispanic",1,1,0,6,59.06571,1.400252,.3200817,1
229517,2010,3,1,0,1,0,0,0,0,"hispanic",1,0,0,6,60.96825,2.573544,.7149705,1
230734,2010,3,1,0,1,0,0,0,0,"hispanic",0,0,1,6,60.66531,2.076833,.1221441,1
246611,2010,3,1,0,1,0,0,0,0,"hispanic",1,0,1,6,65.33378,1.655729,.3106933,1
246612,2010,3,0,1,1,0,0,0,0,"hispanic",1,0,1,6,61.26781,2.355998,.1433679,1
273887,2010,3,0,1,0,0,0,1,0,"asian",1,0,0,6,60.70648,1.829791,.3260259,1
274015,2010,3,1,0,0,0,1,0,0,"black",1,1,0,6,63.78597,2.459797,.1987244,1
277971,2010,3,0,1,0,0,1,0,0,"black",1,0,1,6,64.45373,2.716828,.2463973,1
281051,2010,3,1,0,1,0,0,0,0,"hispanic",1,1,1,6,59.43559,-.1098111,.2676269,1
285405,2010,3,1,0,0,0,1,0,0,"black",0,0,0,6,60.22779,1.480473,.8505381,0
288758,2010,3,1,0,0,0,1,0,0,"black",0,0,0,6,57.80655,.6678056,.0059162,1
297037,2010,3,1,0,0,0,0,1,0,"asian",1,0,0,6,60.51408,.7762506,.6196499,1
298414,2010,3,1,0,0,0,0,1,0,"asian",1,0,1,6,64.62253,1.843612,.2513852,1
21764,2010,4,0,1,0,0,1,0,0,"black",1,0,0,6,67.22046,1.76842,.0892518,1
29547,2010,4,0,1,1,0,0,0,0,"hispanic",1,0,0,6,67.09936,2.068356,.4537931,1
31794,2010,4,1,0,1,0,0,0,0,"hispanic",1,0,0,6,69.44829,3.333347,.3714145,1
35885,2010,4,1,0,0,0,1,0,0,"black",1,0,1,6,61.26646,2.371722,.998365,0
36195,2010,4,0,1,1,0,0,0,0,"hispanic",1,0,0,6,65.78809,3.53311,.4279281,1
58076,2010,4,0,1,0,0,1,0,0,"black",1,0,0,6,65.70223,1.556551,.8020715,0
73485,2010,4,1,0,0,0,1,0,0,"black",1,0,0,6,66.94133,1.414258,.1535091,1
75596,2010,4,0,1,1,0,0,0,0,"hispanic",0,0,0,6,74.07948,5.942628,.1696494,1
92764,2010,4,1,0,1,0,0,0,0,"hispanic",1,0,0,6,65.28261,2.361685,.1471481,1
141162,2010,4,0,1,0,0,1,0,0,"black",0,0,0,6,65.99522,1.240759,.3627241,1
147199,2010,4,1,0,0,0,1,0,0,"black",1,0,0,6,66.44669,2.191842,.5873443,1
174728,2010,4,1,0,0,0,1,0,0,"black",1,0,0,6,68.40233,3.579289,.3275963,1
181347,2010,4,0,1,1,0,0,0,0,"hispanic",1,0,0,6,70.91437,4.086131,.4209954,1
186950,2010,4,0,1,0,0,1,0,0,"black",1,0,0,6,64.73914,2.020801,.9600014,0
199593,2010,4,1,0,0,0,1,0,0,"black",1,0,0,6,70.77473,3.488261,.6509462,1
210010,2010,4,0,1,0,0,1,0,0,"black",0,0,0,6,67.00602,2.598313,.2563903,1
218452,2010,4,0,1,0,0,0,1,0,"asian",1,1,0,6,64.96357,1.113008,.4100474,1
225389,2010,4,0,1,1,0,0,0,0,"hispanic",0,1,0,6,63.93758,1.538903,.9481725,0
229019,2010,4,1,0,1,0,0,0,0,"hispanic",1,0,0,6,68.8065,2.749745,.2712821,1
230487,2010,4,0,1,1,0,0,0,0,"hispanic",1,1,0,6,66.317,3.184772,.3835019,1
242734,2010,4,1,0,1,0,0,0,0,"hispanic",0,0,0,6,67.76822,2.019713,.9413058,0
243243,2010,4,1,0,0,0,1,0,0,"black",0,0,0,6,66.71909,2.441427,.5189462,1
246151,2010,4,0,1,1,0,0,0,0,"hispanic",1,0,0,6,66.00738,3.583493,.0707645,1
249586,2010,4,0,1,0,0,0,1,0,"asian",1,1,0,6,74.72511,4.359181,.5780246,1
251906,2010,4,1,0,1,0,0,0,0,"hispanic",1,1,0,6,68.98115,3.693988,.6126629,1
266587,2010,4,0,1,1,0,0,0,0,"hispanic",1,0,0,6,65.32609,1.104379,.0999797,1
281688,2010,4,0,1,1,0,0,0,0,"hispanic",1,0,0,6,64.6453,.1986849,.0629632,1
288226,2010,4,1,0,0,0,1,0,0,"black",1,0,0,6,68.95448,3.366362,.2757253,1
9112,2010,5,1,0,0,1,0,0,0,"white",1,0,0,6,75.27778,1.89176,.1531777,1
15013,2010,5,0,1,0,1,0,0,0,"white",1,0,0,6,72.35635,1.910542,.9427941,0
20875,2010,5,1,0,0,1,0,0,0,"white",0,0,0,6,69.3052,2.83115,.9041714,0
30949,2010,5,1,0,1,0,0,0,0,"hispanic",1,0,0,6,69.50922,2.855645,.8499305,0
80912,2010,5,1,0,0,0,1,0,0,"black",1,0,0,6,70.95802,1.987517,.4562505,1
93668,2010,5,0,1,1,0,0,0,0,"hispanic",1,0,0,6,71.04913,4.21553,.6488727,0
103181,2010,5,1,0,0,0,1,0,0,"black",0,0,0,6,71.42741,3.791867,.9649296,0
104159,2010,5,1,0,0,0,1,0,0,"black",1,0,0,6,70.63561,1.249441,.8825536,0
146068,2010,5,1,0,0,0,1,0,0,"black",1,1,0,6,74.79893,3.431794,.1755567,1
159447,2010,5,0,1,1,0,0,0,0,"hispanic",1,1,0,6,70.36417,1.821912,.3999718,1
172773,2010,5,1,0,0,0,0,0,1,"native",0,0,0,6,69.73603,1.848886,.2220954,1
175530,2010,5,0,1,0,0,1,0,0,"black",1,0,0,6,70.42365,2.599347,.9676372,0
183417,2010,5,0,1,0,0,1,0,0,"black",0,0,1,6,71.57105,1.978449,.4282637,1
216015,2010,5,0,1,1,0,0,0,0,"hispanic",1,0,0,6,71.97771,2.121358,.9461417,0
216262,2010,5,1,0,1,0,0,0,0,"hispanic",1,0,0,6,73.02827,2.763504,.2745882,1
217172,2010,5,0,1,1,0,0,0,0,"hispanic",1,0,0,6,69.48613,1.553239,.7978378,1
219282,2010,5,0,1,0,0,1,0,0,"black",1,0,0,6,74.38683,2.333134,.1283419,1
223534,2010,5,1,0,1,0,0,0,0,"hispanic",0,0,0,6,71.17387,1.995358,.7766219,0
225864,2010,5,1,0,1,0,0,0,0,"hispanic",1,0,0,6,72.12766,1.997291,.7933178,1
241843,2010,5,0,1,1,0,0,0,0,"hispanic",1,1,1,6,69.41708,4.210289,.8120691,0
246396,2010,5,1,0,0,0,0,1,0,"asian",1,0,0,6,69.24962,2.096626,.9709405,0
247239,2010,5,0,1,0,0,0,1,0,"asian",1,0,1,6,73.3284,2.270615,.0454348,1
251308,2010,5,1,0,1,0,0,0,0,"hispanic",1,1,0,6,69.35638,1.528068,.7325684,1
278834,2010,5,1,0,1,0,0,0,0,"hispanic",0,0,0,6,72.87631,3.663096,.6892144,1
284425,2010,5,0,1,1,0,0,0,0,"hispanic",0,0,0,6,71.26624,1.463463,.1200027,1
285520,2010,5,1,0,1,0,0,0,0,"hispanic",1,1,0,6,69.85622,2.65952,.462677,1
287004,2010,5,0,1,1,0,0,0,0,"hispanic",1,0,0,6,72.83752,3.505536,.4145025,1
288006,2010,5,1,0,1,0,0,0,0,"hispanic",1,0,0,6,70.44979,1.920808,.3154351,1
288051,2010,5,1,0,1,0,0,0,0,"hispanic",1,1,0,6,72.49674,3.307619,.4954425,1
31812,2010,6,1,0,0,0,0,1,0,"asian",1,0,0,6,73.96333,.9356636,.2796579,1
32229,2010,6,1,0,0,0,1,0,0,"black",0,0,0,6,74.77167,4.850072,.4992766,0
37305,2010,6,1,0,0,0,1,0,0,"black",0,0,0,6,71.56999,1.650695,.1266196,0
37495,2010,6,0,1,1,0,0,0,0,"hispanic",1,1,1,6,78.00278,2.162674,.019844,1
52009,2010,6,1,0,0,1,0,0,0,"white",0,0,0,6,74.27235,2.008881,.8238567,0
56108,2010,6,0,1,1,0,0,0,0,"hispanic",1,0,1,6,78.05146,2.419667,.5809526,0
57989,2010,6,0,1,1,0,0,0,0,"hispanic",1,0,1,6,75.84422,1.793442,.919121,0
65715,2010,6,0,1,1,0,0,0,0,"hispanic",1,1,0,6,77.10949,3.30322,.1890901,1
66539,2010,6,0,1,1,0,0,0,0,"hispanic",1,0,1,6,74.7746,1.56155,.6242486,0
74545,2010,6,0,1,0,0,1,0,0,"black",1,0,0,6,75.84213,1.526711,.823425,0
92869,2010,6,1,0,0,0,1,0,0,"black",1,0,0,6,75.10031,1.857506,.089332,1
113034,2010,6,0,1,0,0,0,1,0,"asian",1,0,0,6,77.31165,2.202544,.2017114,1
147572,2010,6,1,0,0,0,1,0,0,"black",1,0,0,6,75.34327,2.128038,.6289226,0
148021,2010,6,1,0,0,0,1,0,0,"black",0,0,0,6,72.97482,1.971603,.1378398,0
167232,2010,6,1,0,0,1,0,0,0,"white",0,0,0,6,75.85979,2.392249,.1983873,0
171889,2010,6,0,1,1,0,0,0,0,"hispanic",0,0,0,6,76.37419,2.935065,.9545025,0
173965,2010,6,0,1,1,0,0,0,0,"hispanic",0,0,0,6,78.07881,4.021338,.3029371,0
177728,2010,6,1,0,1,0,0,0,0,"hispanic",1,0,0,6,74.279,3.785049,.5636011,0
183826,2010,6,0,1,1,0,0,0,0,"hispanic",0,1,0,6,70.91537,2.454222,.9061872,0
188313,2010,6,0,1,0,1,0,0,0,"white",1,0,0,6,76.26288,1.96659,.4930801,0
226046,2010,6,1,0,1,0,0,0,0,"hispanic",1,0,1,6,78.23726,3.515709,.0636122,1
227051,2010,6,0,1,1,0,0,0,0,"hispanic",1,1,1,6,80.55418,2.023584,.3688603,1
246391,2010,6,1,0,0,0,0,1,0,"asian",1,0,0,6,74.08397,4.145917,.5130483,0
246723,2010,6,0,1,1,0,0,0,0,"hispanic",1,0,0,6,74.19972,2.355122,.5226619,0
247623,2010,6,0,1,1,0,0,0,0,"hispanic",0,0,0,6,74.29252,2.25162,.030991,0
255658,2010,6,0,1,0,1,0,0,0,"white",0,0,0,6,75.77639,3.408511,.4637038,0
261849,2010,6,0,1,0,1,0,0,0,"white",0,0,0,6,75.09969,3.057443,.4087454,0
268533,2010,6,1,0,0,1,0,0,0,"white",1,0,0,6,78.55021,2.753493,.3664371,0
285210,2010,6,1,0,1,0,0,0,0,"hispanic",1,0,1,6,76.07161,2.966001,.8043725,0
286804,2010,6,1,0,0,0,1,0,0,"black",1,0,0,6,73.32827,.9059396,.5621539,0
296929,2010,6,0,1,0,0,0,1,0,"asian",1,0,0,6,78.32251,3.087969,.2653053,1
298663,2010,6,1,0,0,0,0,1,0,"asian",0,0,0,6,76.61806,1.357639,.377274,0
10460,2010,7,0,1,0,1,0,0,0,"white",0,0,0,6,77.53824,2.417551,.4309755,0
12103,2010,7,1,0,0,0,0,1,0,"asian",1,0,0,6,80.98745,1.977533,.8083784,0
15504,2010,7,1,0,0,1,0,0,0,"white",1,0,0,6,84.78793,1.450898,.0962667,1
56193,2010,7,1,0,1,0,0,0,0,"hispanic",1,0,0,6,81.38062,2.962981,.9245358,0
56990,2010,7,1,0,0,0,0,1,0,"asian",0,0,0,6,82.91234,4.126569,.7126027,0
65633,2010,7,1,0,0,0,1,0,0,"black",0,0,0,6,80.34929,1.452341,.308496,0
77594,2010,7,1,0,1,0,0,0,0,"hispanic",1,0,0,6,81.44772,4.113443,.5293383,0
112266,2010,7,1,0,0,0,0,1,0,"asian",0,0,0,6,79.82331,3.248908,.8357474,0
120619,2010,7,1,0,0,0,0,1,0,"asian",0,0,0,6,82.30814,1.470881,.2272875,0
146904,2010,7,1,0,0,0,1,0,0,"black",1,0,0,6,79.75444,1.653478,.3782364,0
149458,2010,7,0,1,0,0,1,0,0,"black",1,0,0,6,79.29801,.847796,.8394701,0
165182,2010,7,1,0,1,0,0,0,0,"hispanic",1,0,0,6,81.02859,2.875548,.0365078,1
172935,2010,7,1,0,0,0,1,0,0,"black",0,0,0,6,84.74278,2.81356,.2365807,0
191578,2010,7,1,0,1,0,0,0,0,"hispanic",0,0,0,6,79.19185,3.560792,.4842745,0
194974,2010,7,0,1,1,0,0,0,0,"hispanic",0,0,0,6,82.81207,2.467504,.8360989,0
201549,2010,7,1,0,0,0,1,0,0,"black",1,0,1,6,79.18063,2.375653,.8821778,0
201788,2010,7,0,1,0,0,1,0,0,"black",1,0,0,6,81.18294,2.552772,.9011612,0
216874,2010,7,0,1,1,0,0,0,0,"hispanic",1,1,0,6,82.3538,2.295185,.7003878,0
248542,2010,7,0,1,1,0,0,0,0,"hispanic",0,0,0,6,84.36768,2.086037,.0519743,0
251940,2010,7,1,0,1,0,0,0,0,"hispanic",0,0,0,6,80.21442,1.060595,.6420243,0
252138,2010,7,1,0,1,0,0,0,0,"hispanic",1,0,0,6,87.17541,2.521024,.2821539,1
262335,2010,7,0,1,1,0,0,0,0,"hispanic",1,1,0,6,79.38837,4.696652,.7047441,0
268780,2010,7,1,0,0,0,0,1,0,"asian",1,0,0,6,77.78339,.9620075,.3372901,0
270000,2010,7,1,0,0,0,0,1,0,"asian",0,0,0,6,81.95638,2.54914,.76753,0
280953,2010,7,0,1,1,0,0,0,0,"hispanic",1,1,0,6,80.7049,4.246469,.1564515,1
282657,2010,7,0,1,1,0,0,0,0,"hispanic",1,1,0,6,84.58568,2.588968,.0587762,1
289574,2010,7,0,1,0,1,0,0,0,"white",0,0,0,6,80.98577,2.495193,.0517449,0
299212,2010,7,1,0,0,0,0,1,0,"asian",0,0,0,6,82.91235,2.572431,.2376053,0
4095,2010,8,0,1,1,0,0,0,0,"hispanic",1,1,0,6,88.19263,.0910702,.8274484,0
13172,2010,8,1,0,0,1,0,0,0,"white",0,0,0,6,104.3644,4.738132,.8045306,0
14121,2010,8,1,0,0,0,0,1,0,"asian",1,0,0,6,87.32478,2.974944,.1767958,1
29407,2010,8,1,0,0,0,0,1,0,"asian",0,0,0,6,87.18941,3.381987,.3357073,0
31257,2010,8,1,0,0,0,0,1,0,"asian",1,0,0,6,84.73493,3.389455,.4356212,0
47779,2010,8,0,1,0,0,0,1,0,"asian",0,0,0,6,107.8987,1.423612,.8495362,0
48922,2010,8,0,1,0,0,1,0,0,"black",0,0,0,6,86.79906,4.428568,.7120801,0
54186,2010,8,0,1,0,0,1,0,0,"black",0,0,0,6,87.92803,1.014646,.2427399,0
84859,2010,8,0,1,0,1,0,0,0,"white",0,0,0,6,91.55217,2.13534,.075865,0
88387,2010,8,1,0,0,0,0,1,0,"asian",0,0,0,6,89.22044,1.118201,.6917124,0
91076,2010,8,1,0,0,1,0,0,0,"white",0,0,0,6,111.5709,.9435143,.8608937,0
142591,2010,8,1,0,0,0,1,0,0,"black",0,0,0,6,95.40536,3.206085,.4128734,0
180628,2010,8,0,1,1,0,0,0,0,"hispanic",1,0,0,6,91.92054,2.319244,.3697338,0
183038,2010,8,1,0,1,0,0,0,0,"hispanic",0,0,0,6,94.30799,3.51064,.4530167,0
200683,2010,8,0,1,0,0,0,1,0,"asian",1,0,0,6,103.6245,3.317431,.7383124,0
221700,2010,8,1,0,0,0,1,0,0,"black",0,0,0,6,84.98485,1.884304,.6255441,0
222490,2010,8,1,0,1,0,0,0,0,"hispanic",1,0,0,6,83.32384,2.014286,.4604391,0
252888,2010,8,0,1,1,0,0,0,0,"hispanic",1,0,0,6,88.10305,1.747476,.4882866,0
275893,2010,8,0,1,1,0,0,0,0,"hispanic",0,0,0,6,93.20956,3.760481,.1494555,0
280964,2010,8,1,0,1,0,0,0,0,"hispanic",1,0,0,6,88.26177,3.665844,.1956769,1
282208,2010,8,0,1,0,1,0,0,0,"white",0,0,0,6,95.15148,.8786027,.329388,0
293344,2010,8,1,0,0,1,0,0,0,"white",0,0,0,6,102.5384,3.998689,.7142494,0
297672,2010,8,0,1,0,0,0,1,0,"asian",1,0,0,6,100.8367,2.738944,.3034218,0
297901,2010,8,0,1,0,0,0,1,0,"asian",0,0,0,6,86.10429,2.849186,.6662475,0
299267,2010,8,0,1,0,0,0,1,0,"asian",1,0,0,6,89.18305,3.095011,.3593702,0
31197,2010,9,1,0,1,0,0,0,0,"hispanic",1,0,1,7,47.44883,2.60684,.7539234,1
56187,2010,9,0,1,1,0,0,0,0,"hispanic",1,0,1,7,50.54806,3.130091,.1785885,1
91865,2010,9,1,0,0,0,1,0,0,"black",1,0,0,7,46.88323,2.842575,.7343243,1
112384,2010,9,0,1,0,1,0,0,0,"white",1,1,1,7,36.50733,3.794976,.4036301,1
116978,2010,9,0,1,1,0,0,0,0,"hispanic",1,1,1,7,48.78594,2.883758,.4844044,1
146364,2010,9,1,0,0,0,1,0,0,"black",1,0,1,7,44.47781,1.220781,.4370018,1
150962,2010,9,1,0,1,0,0,0,0,"hispanic",1,1,0,7,45.59694,3.081294,.8538379,0
163064,2010,9,1,0,0,0,1,0,0,"black",1,0,0,7,53.7895,2.499649,.7464596,1
168886,2010,9,0,1,0,0,1,0,0,"black",1,0,1,7,50.32125,5.477178,.9440212,0
172202,2010,9,1,0,0,0,1,0,0,"black",1,1,0,7,35.46815,2.858789,.8285118,0
182396,2010,9,1,0,0,0,1,0,0,"black",1,0,1,7,48.47723,2.387749,.0105303,1
199731,2010,9,0,1,0,0,1,0,0,"black",1,0,1,7,39.32572,3.195524,.8084365,0
201397,2010,9,0,1,0,0,1,0,0,"black",1,0,0,7,51.29829,2.279054,.8662124,0
209491,2010,9,1,0,0,0,1,0,0,"black",1,1,1,7,39.90824,1.498703,.6172861,1
216025,2010,9,0,1,1,0,0,0,0,"hispanic",1,0,1,7,49.56546,1.941016,.4049617,1
216278,2010,9,1,0,1,0,0,0,0,"hispanic",1,0,1,7,50.93292,3.014934,.1972464,1
217359,2010,9,0,1,1,0,0,0,0,"hispanic",1,1,1,7,31.89052,2.824233,.6075487,1
218221,2010,9,1,0,0,0,0,0,1,"native",1,0,1,7,54.62579,2.075073,.3823734,1
221841,2010,9,1,0,0,0,1,0,0,"black",1,1,0,7,45.57589,3.516872,.6847912,1
227944,2010,9,1,0,1,0,0,0,0,"hispanic",1,1,1,7,51.60112,4.47364,.5564951,1
257738,2010,9,0,1,0,0,1,0,0,"black",1,0,0,7,48.44109,2.803076,.25285,1
261681,2010,9,1,0,0,0,1,0,0,"black",1,0,0,7,55.91811,1.827218,.1930044,1
273679,2010,9,0,1,1,0,0,0,0,"hispanic",1,1,1,7,41.78179,2.506932,.994906,0
275649,2010,9,1,0,1,0,0,0,0,"hispanic",1,1,1,7,57.52879,3.979797,.3855493,1
281822,2010,9,0,1,1,0,0,0,0,"hispanic",1,0,1,7,54.5085,4.576011,.0286493,1
284088,2010,9,1,0,0,0,1,0,0,"black",1,1,0,7,48.82595,3.462244,.8111665,0
284391,2010,9,1,0,1,0,0,0,0,"hispanic",1,1,1,7,49.90324,3.554092,.903955,0
290100,2010,9,1,0,0,0,1,0,0,"black",1,1,0,7,52.96814,2.491343,.697925,1
28962,2010,10,1,0,1,0,0,0,0,"hispanic",1,1,0,7,59.97209,3.952707,.6560339,1
30284,2010,10,1,0,0,0,0,1,0,"asian",1,0,1,7,62.1075,3.150419,.5691966,1
49053,2010,10,1,0,0,0,1,0,0,"black",1,0,1,7,66.68001,6.442389,.459966,1
68175,2010,10,0,1,1,0,0,0,0,"hispanic",1,0,0,7,62.01168,2.57893,.4422228,1
84622,2010,10,0,1,0,1,0,0,0,"white",1,0,0,7,59.04525,3.970584,.1130462,1
87325,2010,10,0,1,0,0,1,0,0,"black",1,0,0,7,57.61409,3.602753,.9719833,0
93793,2010,10,1,0,1,0,0,0,0,"hispanic",1,0,1,7,62.00608,2.526105,.4519777,1
106310,2010,10,1,0,0,0,1,0,0,"black",1,0,0,7,55.09274,2.976917,.9931537,0
123148,2010,10,0,1,0,0,0,0,1,"native",0,0,0,7,58.4485,2.458321,.9297408,0
156085,2010,10,1,0,0,0,1,0,0,"black",1,1,0,7,63.92316,3.572127,.665503,1
